108; Proving Ring 1.000 kg capacity ;42;4896999
109; Proving Ring 2.000 kg capacity ;42;UP
110; Proving Ring 6.000 kg capacity ;42;UP
111; Proving Ring 10.000 kg capacity ;42;UP
112; Proving Ring Penetrometer  ;42;UP
113; Reflux Extrator Test Set ;42;UP
114; Sample Extruder Horizontal type dia. 68 mm ;42;3559989
115; Sample Extruder Vertical type dia 35 mm ;42;3589500
116; Sand Cone Test Set ;42;1922982
117; Sand Equivalent Shaker ;42;2374100
118; Sand Equivalent Test Set ;42;3830466
119; Saybolt Viscossimeter ;42;UP
120; Shrinkage Limit Test Set ;42;2175500
121; Sieve Shaker Dynamic System ;42;UP
122; Sieve Shaker Dynamic System ( Analog Timer ) ;42;UP
123; Sieve Shaker Dynamic System ( Digital Timer ) ;42;UP
124; Simple Splitter Stainless Steel ( all size ) ;42;2135772
125; Slump Test Set ;42;1722984
126; Softening Point Test Set ;42;3268971
127; Soundness Test Set ;42;1122990
128; Specific Gravity & Absorbtion of Coarse Aggregate Test Set ;42;UP
129; Specific Gravity ( Heating Method ) ;42;3916300
130; Specific Gravity ( Vacuum Method ) ;42;UP
131; Specific Gravity of Hydraulic Cement Test ;42;1834400
132; Speedy Moisture Tester AASHTO T-217 ;42;UP
133; Spesific Gravity of Semi- Solid ;42;2431800
134; Split Tensile Test BS-1881 ;42;814000
135; Standard Penetration Test ;42;UP
136; Thickness Gauge BS-812 ;42;651285
137; Time of Setting of Hydraulic cement by Vicat Needle ;42;1035168
138; Triaxial Test Set ;42;UP
139; Unconfined Compression Machine ;42;UP
140; Vertical Cylinder Capping Set ;42;UP
141; Water Content in Petroleum Products ;42;3050277
142; Waterbath ;42;UP
143;Perlengkapan Lalu Lintas berdasarkan harga pasaran umum Yang berlaku ( didukung hasil survey harga minimal dari 2 Toko/Rekanan );10;UP
144;Perlengkapan KPU/KPPS/TPS Bantalan Pemilu;10;4000
145;Perlengkapan KPU/KPPS/TPS Stiker ;41;2000
146;Perlengkapan KPU/KPPS/TPS Pemasangan dan Pembongkaran Kotak Suara;43;1500
147;Perlengkapan KPU/KPPS/TPS Tinta Pilkada;12;25000
148;Perlengkapan KPU/KPPS/TPS Template Penyandang Cacat;10;15000
149;Perlengkapan KPU/KPPS/TPS Sortir dan Lipat Surat Suara;41;20
150;Perlengkapan KPU/KPPS/TPS Verifkasi dukungan Pasangan Calon Perseorangan (faktual) oleh PPS;75;500
